Range Time (seconds),LOX Tank Pressure
-479.2999999999953,10.932445408638527
-479.19999999999527,10.932471245771438
-479.09999999999525,10.93249708290435
-478.9999999999952,10.932522920037263
-478.8999999999952,10.932548757170174
-478.7999999999952,10.932574594303086
-478.69999999999516,10.932600431435997
-478.59999999999513,10.932626268568908
-478.4999999999951,10.932652105701822
-478.3999999999951,10.932677942834733
-478.29999999999507,10.932703779967644
-478.19999999999504,10.932729617100556
-478.099999999995,10.932755454233467
-477.999999999995,10.932781291366378
-477.899999999995,10.932807128499292
-477.79999999999495,10.932832965632203
-477.69999999999493,10.932858802765114
-477.5999999999949,10.932884639898026
-477.4999999999949,10.932910477030937
-477.39999999999486,10.93293631416385
-477.29999999999484,10.932962151296762
-477.1999999999948,10.932987988429673
-477.0999999999948,10.933013825562584
-476.99999999999477,10.933039662695496
-476.89999999999475,10.933065499828409
-476.7999999999947,10.93309133696132
-476.6999999999947,10.933117174094232
-476.5999999999947,10.933143011227143
-476.49999999999466,10.933168848360054
-476.39999999999463,10.933194685492966
-476.2999999999946,10.933220522625879
-476.1999999999946,10.93324635975879
-476.09999999999457,10.933272196891702
-475.99999999999454,10.933298034024613
-475.8999999999945,10.933323871157524
-475.7999999999945,10.933349708290438
-475.6999999999945,10.933375545423349
-475.59999999999445,10.93340138255626
-475.49999999999443,10.933427219689172
-475.3999999999944,10.933453056822083
-475.2999999999944,10.933478893954996
-475.19999999999436,10.933504731087908
-475.09999999999434,10.933530568220819
-474.9999999999943,10.93355640535373
-474.8999999999943,10.933582242486642
-474.79999999999427,10.933608079619553
-474.69999999999425,10.933633916752466
-474.5999999999942,10.933659753885378
-474.4999999999942,10.933685591018289
-474.3999999999942,10.9337114281512
-474.29999999999416,10.933737265284112
-474.19999999999413,10.933763102417025
-474.0999999999941,10.933788939549936
-473.9999999999941,10.933814776682848
-473.89999999999407,10.93384061381576
-473.79999999999404,10.93386645094867
-473.699999999994,10.933892288081582
-473.599999999994,10.933918125214495
-473.499999999994,10.933943962347406
-473.39999999999395,10.933969799480318
-473.29999999999393,10.93399563661323
-473.1999999999939,10.93402147374614
-473.0999999999939,10.934047310879054
-472.99999999999386,10.934073148011965
-472.89999999999384,10.934098985144876
-472.7999999999938,10.934124822277788
-472.6999999999938,10.9341506594107
-472.59999999999377,10.934176496543612
-472.49999999999375,10.934202333676524
-472.3999999999937,10.934228170809435
-472.2999999999937,10.934254007942346
-472.1999999999937,10.934279845075258
-472.09999999999366,10.93430568220817
-471.99999999999363,10.934331519341082
-471.8999999999936,10.934357356473994
-471.7999999999936,10.934383193606905
-471.69999999999357,10.934409030739817
-471.59999999999354,10.934434867872728
-471.4999999999935,10.934460705005641
-471.3999999999935,10.934486542138552
-471.2999999999935,10.934512379271464
-471.19999999999345,10.934538216404375
-471.09999999999343,10.934564053537287
-470.9999999999934,10.9345898906702
-470.8999999999934,10.934615727803111
-470.79999999999336,10.934641564936022
-470.69999999999334,10.934667402068934
-470.5999999999933,10.934693239201845
-470.4999999999933,10.934719076334757
-470.39999999999327,10.93474491346767
-470.29999999999325,10.934770750600581
-470.1999999999932,10.934796587733493
-470.0999999999932,10.934822424866404
-469.9999999999932,10.934848261999315
-469.89999999999316,10.934874099132228
-469.79999999999313,10.93489993626514
-469.6999999999931,10.934925773398051
-469.5999999999931,10.934951610530963
-469.49999999999307,10.934977447663874
-469.39999999999304,10.935003284796787
-469.299999999993,10.935029121929698
-469.199999999993,10.93505495906261
-469.099999999993,10.935080796195521
-468.99999999999295,10.935106633328433
-468.89999999999293,10.935132470461344
-468.7999999999929,10.935158307594257
-468.6999999999929,10.935184144727168
-468.59999999999286,10.93520998186008
-468.49999999999284,10.935235818992991
-468.3999999999928,10.935261656125903
-468.2999999999928,10.935287493258816
-468.19999999999277,10.935313330391727
-468.09999999999275,10.935339167524639
-467.9999999999927,10.93536500465755
-467.8999999999927,10.935390841790461
-467.7999999999927,10.935416678923373
-467.69999999999266,10.935442516056286
-467.59999999999263,10.935468353189197
-467.4999999999926,10.935494190322109
-467.3999999999926,10.93552002745502
-467.29999999999256,10.935545864587931
-467.19999999999254,10.935571701720844
-467.0999999999925,10.935597538853756
-466.9999999999925,10.935623375986667
-466.8999999999925,10.935649213119579
-466.79999999999245,10.93567505025249
-466.69999999999243,10.935700887385403
-466.5999999999924,10.935726724518315
-466.4999999999924,10.935752561651226
-466.39999999999236,10.935778398784137
-466.29999999999234,10.935804235917049
-466.1999999999923,10.93583007304996
-466.0999999999923,10.935855910182873
-465.99999999999227,10.935881747315785
-465.89999999999225,10.935907584448696
-465.7999999999922,10.935933421581607
-465.6999999999922,10.935959258714519
-465.5999999999922,10.935985095847432
-465.49999999999216,10.936010932980343
-465.39999999999213,10.936036770113255
-465.2999999999921,10.936062607246166
-465.1999999999921,10.936088444379077
-465.09999999999206,10.93611428151199
-464.99999999999204,10.936140118644902
-464.899999999992,10.936165955777813
-464.799999999992,10.936191792910725
-464.699999999992,10.936217630043636
-464.59999999999195,10.936243467176547
-464.4999999999919,10.93626930430946
-464.3999999999919,10.936295141442372
-464.2999999999919,10.936320978575283
-464.19999999999186,10.936346815708195
-464.09999999999184,10.936372652841106
-463.9999999999918,10.93639848997402
-463.8999999999918,10.93642432710693
-463.79999999999177,10.936450164239842
-463.69999999999175,10.936476001372753
-463.5999999999917,10.936501838505665
-463.4999999999917,10.936527675638578
-463.3999999999917,10.93655351277149
-463.29999999999166,10.9365793499044
-463.19999999999163,10.936605187037312
-463.0999999999916,10.936631024170223
-462.9999999999916,10.936656861303135
-462.89999999999156,10.936682698436048
-462.79999999999154,10.93670853556896
-462.6999999999915,10.93673437270187
-462.5999999999915,10.936760209834782
-462.4999999999915,10.936786046967693
-462.39999999999145,10.936811884100607
-462.2999999999914,10.936837721233518
-462.1999999999914,10.93686355836643
-462.0999999999914,10.93688939549934
-461.99999999999136,10.936915232632252
-461.89999999999134,10.936941069765163
-461.7999999999913,10.936966906898077
-461.6999999999913,10.936992744030988
-461.59999999999127,10.9370185811639
-461.49999999999125,10.93704441829681
-461.3999999999912,10.937070255429722
-461.2999999999912,10.937096092562635
-461.1999999999912,10.937121929695547
-461.09999999999116,10.937147766828458
-460.99999999999113,10.93717360396137
-460.8999999999911,10.93719944109428
-460.7999999999911,10.937225278227194
-460.69999999999106,10.937251115360105
-460.59999999999104,10.937276952493017
-460.499999999991,10.937302789625928
-460.399999999991,10.93732862675884
-460.299999999991,10.93735446389175
-460.19999999999095,10.937380301024664
-460.0999999999909,10.937406138157575
-459.9999999999909,10.937431975290487
-459.8999999999909,10.937457812423398
-459.79999999999086,10.93748364955631
-459.69999999999084,10.937509486689223
-459.5999999999908,10.937535323822134
-459.4999999999908,10.937561160955045
-459.39999999999077,10.937586998087957
-459.29999999999075,10.937612835220868
-459.1999999999907,10.937638672353781
-459.0999999999907,10.937664509486693
-458.9999999999907,10.937690346619604
-458.89999999999065,10.937716183752515
-458.79999999999063,10.937742020885427
-458.6999999999906,10.937767858018338
-458.5999999999906,10.937793695151251
-458.49999999999056,10.937819532284163
-458.39999999999054,10.937845369417074
-458.2999999999905,10.937871206549985
-458.1999999999905,10.937897043682897
-458.0999999999905,10.93792288081581
-457.99999999999045,10.937948717948721
-457.8999999999904,10.937974555081633
-457.7999999999904,10.938000392214544
-457.6999999999904,10.938026229347455
-457.59999999999036,10.938052066480369
-457.49999999999034,10.93807790361328
-457.3999999999903,10.938103740746191
-457.2999999999903,10.938129577879103
-457.19999999999027,10.938155415012014
-457.09999999999025,10.938181252144926
-456.9999999999902,10.938207089277839
-456.8999999999902,10.93823292641075
-456.7999999999902,10.938258763543661
-456.69999999999015,10.938284600676573
-456.59999999999013,10.938310437809484
-456.4999999999901,10.938336274942397
-456.3999999999901,10.938362112075309
-456.29999999999006,10.93838794920822
-456.19999999999004,10.938413786341131
-456.09999999999,10.938439623474043
-455.99999999999,10.938465460606954
-455.89999999999,10.938491297739867
-455.79999999998995,10.938517134872779
-455.6999999999899,10.93854297200569
-455.5999999999899,10.938568809138602
-455.4999999999899,10.938594646271513
-455.39999999998986,10.938620483404426
-455.29999999998984,10.938646320537337
-455.1999999999898,10.938672157670249
-455.0999999999898,10.93869799480316
-454.99999999998977,10.938723831936072
-454.89999999998975,10.938749669068985
-454.7999999999897,10.938775506201896
-454.6999999999897,10.938801343334807
-454.5999999999897,10.938827180467719
-454.49999999998965,10.93885301760063
-454.39999999998963,10.938878854733542
-454.2999999999896,10.938904691866455
-454.1999999999896,10.938930528999366
-454.09999999998956,10.938956366132278
-453.99999999998954,10.938982203265189
-453.8999999999895,10.9390080403981
-453.7999999999895,10.939033877531013
-453.6999999999895,10.939059714663925
-453.59999999998945,10.939085551796836
-453.4999999999894,10.939111388929748
-453.3999999999894,10.939137226062659
-453.2999999999894,10.939163063195572
-453.19999999998936,10.939188900328483
-453.09999999998934,10.939214737461395
-452.9999999999893,10.939240574594306
-452.8999999999893,10.939266411727218
-452.79999999998927,10.939292248860129
-452.69999999998925,10.939318085993042
-452.5999999999892,10.939343923125953
-452.4999999999892,10.939369760258865
-452.3999999999892,10.939395597391776
-452.29999999998915,10.939421434524688
-452.19999999998913,10.9394472716576
-452.0999999999891,10.939473108790512
-451.9999999999891,10.939498945923424
-451.89999999998906,10.939524783056335
-451.79999999998904,10.939550620189246
-451.699999999989,10.93957645732216
-451.599999999989,10.93960229445507
-451.499999999989,10.939628131587982
-451.39999999998895,10.939653968720894
-451.2999999999889,10.939679805853805
-451.1999999999889,10.939705642986716
-451.0999999999889,10.93973148011963
-450.99999999998886,10.93975731725254
-450.89999999998884,10.939783154385452
-450.7999999999888,10.939808991518364
-450.6999999999888,10.939834828651275
-450.59999999998877,10.939860665784188
-450.49999999998875,10.9398865029171
-450.3999999999887,10.939912340050011
-450.2999999999887,10.939938177182922
-450.1999999999887,10.939964014315834
-450.09999999998865,10.939989851448747
-449.99999999998863,10.940015688581658
-449.8999999999886,10.94004152571457
-449.7999999999886,10.940067362847481
-449.69999999998856,10.940093199980392
-449.59999999998854,10.940119037113304
-449.4999999999885,10.940144874246217
-449.3999999999885,10.940170711379128
-449.2999999999885,10.94019654851204
-449.19999999998845,10.940222385644951
-449.0999999999884,10.940248222777862
-448.9999999999884,10.940274059910776
-448.8999999999884,10.940299897043687
-448.79999999998836,10.940325734176598
-448.69999999998834,10.94035157130951
-448.5999999999883,10.940377408442421
-448.4999999999883,10.940403245575332
-448.39999999998827,10.940429082708246
-448.29999999998824,10.940454919841157
-448.1999999999882,10.940480756974068
-448.0999999999882,10.94050659410698
-447.9999999999882,10.940532431239891
-447.89999999998815,10.940558268372804
-447.79999999998813,10.940584105505716
-447.6999999999881,10.940609942638627
-447.5999999999881,10.940635779771538
-447.49999999998806,10.94066161690445
-447.39999999998804,10.940687454037363
-447.299999999988,10.940713291170274
-447.199999999988,10.940739128303186
-447.099999999988,10.940764965436097
-446.99999999998795,10.940790802569008
-446.8999999999879,10.94081663970192
-446.7999999999879,10.940842476834833
-446.6999999999879,10.940868313967744
-446.59999999998786,10.940894151100656
-446.49999999998784,10.940919988233567
-446.3999999999878,10.940945825366478
-446.2999999999878,10.940971662499392
-446.19999999998777,10.940997499632303
-446.09999999998774,10.941023336765214
-445.9999999999877,10.941049173898126
-445.8999999999877,10.941075011031037
-445.7999999999877,10.94110084816395
-445.69999999998765,10.941126685296862
-445.59999999998763,10.941152522429773
-445.4999999999876,10.941178359562684
-445.3999999999876,10.941204196695596
-445.29999999998756,10.941230033828507
-445.19999999998754,10.94125587096142
-445.0999999999875,10.941281708094332
-444.9999999999875,10.941307545227243
-444.8999999999875,10.941333382360154
-444.79999999998745,10.941359219493066
-444.6999999999874,10.941385056625979
-444.5999999999874,10.94141089375889
-444.4999999999874,10.941436730891802
-444.39999999998736,10.941462568024713
-444.29999999998734,10.941488405157624
-444.1999999999873,10.941514242290538
-444.0999999999873,10.941540079423449
-443.99999999998727,10.94156591655636
-443.89999999998724,10.941591753689272
-443.7999999999872,10.941617590822183
-443.6999999999872,10.941643427955094
-443.5999999999872,10.941669265088008
-443.49999999998715,10.941695102220919
-443.39999999998713,10.94172093935383
-443.2999999999871,10.941746776486742
-443.1999999999871,10.941772613619653
-443.09999999998706,10.941798450752566
-442.99999999998704,10.941824287885478
-442.899999999987,10.941850125018389
-442.799999999987,10.9418759621513
-442.69999999998697,10.941901799284212
-442.59999999998695,10.941927636417123
-442.4999999999869,10.941953473550036
-442.3999999999869,10.941979310682948
-442.2999999999869,10.942005147815859
-442.19999999998686,10.94203098494877
-442.09999999998684,10.942056822081682
-441.9999999999868,10.942082659214595
-441.8999999999868,10.942108496347506
-441.79999999998677,10.942134333480418
-441.69999999998674,10.94216017061333
-441.5999999999867,10.94218600774624
-441.4999999999867,10.942211844879154
-441.3999999999867,10.942237682012065
-441.29999999998665,10.942263519144976
-441.19999999998663,10.942289356277888
-441.0999999999866,10.9423151934108
-440.9999999999866,10.94234103054371
-440.89999999998656,10.942366867676624
-440.79999999998654,10.942392704809535
-440.6999999999865,10.942418541942446
-440.5999999999865,10.942444379075358
-440.49999999998647,10.94247021620827
-440.39999999998645,10.942496053341182
-440.2999999999864,10.942521890474094
-440.1999999999864,10.942547727607005
-440.0999999999864,10.942573564739916
-439.99999999998636,10.942599401872828
-439.89999999998633,10.942625239005741
-439.7999999999863,10.942651076138652
-439.6999999999863,10.942676913271564
-439.59999999998627,10.942702750404475
-439.49999999998624,10.942728587537387
-439.3999999999862,10.942754424670298
-439.2999999999862,10.942780261803211
-439.1999999999862,10.942806098936122
-439.09999999998615,10.942831936069034
-438.99999999998613,10.942857773201945
-438.8999999999861,10.942883610334857
-438.7999999999861,10.94290944746777
-438.69999999998606,10.942935284600681
-438.59999999998604,10.942961121733592
-438.499999999986,10.942986958866504
-438.399999999986,10.943012795999415
-438.29999999998597,10.943038633132328
-438.19999999998595,10.94306447026524
-438.0999999999859,10.943090307398151
-437.9999999999859,10.943116144531063
-437.8999999999859,10.943141981663974
-437.79999999998586,10.943167818796885
-437.69999999998583,10.943193655929798
-437.5999999999858,10.94321949306271
-437.4999999999858,10.943245330195621
-437.39999999998577,10.943271167328533
-437.29999999998574,10.943297004461444
-437.1999999999857,10.943322841594357
-437.0999999999857,10.943348678727268
-436.9999999999857,10.94337451586018
-436.89999999998565,10.943400352993091
-436.79999999998563,10.943426190126003
-436.6999999999856,10.943452027258914
-436.5999999999856,10.943477864391827
-436.49999999998556,10.943503701524739
-436.39999999998554,10.94352953865765
-436.2999999999855,10.943555375790561
-436.1999999999855,10.943581212923473
-436.09999999998547,10.943607050056386
-435.99999999998545,10.943632887189297
-435.8999999999854,10.943658724322209
-435.7999999999854,10.94368456145512
-435.6999999999854,10.943710398588031
-435.59999999998536,10.943736235720944
-435.49999999998533,10.943762072853856
-435.3999999999853,10.943787909986767
-435.2999999999853,10.943813747119679
-435.19999999998527,10.94383958425259
-435.09999999998524,10.943865421385501
-434.9999999999852,10.943891258518414
-434.8999999999852,10.943917095651326
-434.7999999999852,10.943942932784237
-434.69999999998515,10.943968769917149
-434.59999999998513,10.94399460705006
-434.4999999999851,10.944020444182973
-434.3999999999851,10.944046281315885
-434.29999999998506,10.944072118448796
-434.19999999998504,10.944097955581707
-434.099999999985,10.944123792714619
-433.999999999985,10.944149629847532
-433.89999999998497,10.944175466980443
-433.79999999998495,10.944201304113355
-433.6999999999849,10.944227141246266
-433.5999999999849,10.944252978379177
-433.4999999999849,10.944278815512089
-433.39999999998486,10.944304652645002
-433.29999999998483,10.944330489777913
-433.1999999999848,10.944356326910825
-433.0999999999848,10.944382164043736
-432.99999999998477,10.944408001176647
-432.89999999998474,10.94443383830956
-432.7999999999847,10.944459675442472
-432.6999999999847,10.944485512575383
-432.5999999999847,10.944511349708295
-432.49999999998465,10.944537186841206
-432.39999999998463,10.94456302397412
-432.2999999999846,10.94458886110703
-432.1999999999846,10.944614698239942
-432.09999999998456,10.944640535372853
-431.99999999998454,10.944666372505765
-431.8999999999845,10.944692209638676
-431.7999999999845,10.94471804677159
-431.69999999998447,10.9447438839045
-431.59999999998445,10.944769721037412
-431.4999999999844,10.944795558170323
-431.3999999999844,10.944821395303235
-431.2999999999844,10.944847232436148
-431.19999999998436,10.94487306956906
-431.09999999998433,10.94489890670197
-430.9999999999843,10.944924743834882
-430.8999999999843,10.944950580967793
-430.79999999998427,10.944976418100705
-430.69999999998424,10.945002255233618
-430.5999999999842,10.94502809236653
-430.4999999999842,10.94505392949944
-430.3999999999842,10.945079766632352
-430.29999999998415,10.945105603765263
-430.19999999998413,10.945131440898177
-430.0999999999841,10.945157278031088
-429.9999999999841,10.945183115164
-429.89999999998406,10.94520895229691
-429.79999999998404,10.945234789429822
-429.699999999984,10.945260626562735
-429.599999999984,10.945286463695647
-429.49999999998397,10.945312300828558
-429.39999999998395,10.94533813796147
-429.2999999999839,10.94536397509438
-429.1999999999839,10.945389812227292
-429.0999999999839,10.945415649360205
-428.99999999998386,10.945441486493117
-428.89999999998383,10.945467323626028
-428.7999999999838,10.94549316075894
-428.6999999999838,10.94551899789185
-428.59999999998377,10.945544835024764
-428.49999999998374,10.945570672157675
-428.3999999999837,10.945596509290587
-428.2999999999837,10.945622346423498
-428.1999999999837,10.94564818355641
-428.09999999998365,10.945674020689323
-427.99999999998363,10.945699857822234
-427.8999999999836,10.945725694955145
-427.7999999999836,10.945751532088057
-427.69999999998356,10.945777369220968
-427.59999999998354,10.94580320635388
-427.4999999999835,10.945829043486793
-427.3999999999835,10.945854880619704
-427.29999999998347,10.945880717752615
-427.19999999998345,10.945906554885527
-427.0999999999834,10.945932392018438
-426.9999999999834,10.945958229151351
-426.8999999999834,10.945984066284263
-426.79999999998336,10.946009903417174
-426.69999999998333,10.946035740550085
-426.5999999999833,10.946061577682997
-426.4999999999833,10.94608741481591
-426.39999999998327,10.946113251948821
-426.29999999998324,10.946139089081733
-426.1999999999832,10.946164926214644
-426.0999999999832,10.946190763347555
-425.9999999999832,10.946216600480467
-425.89999999998315,10.94624243761338
-425.79999999998313,10.946268274746291
-425.6999999999831,10.946294111879203
-425.5999999999831,10.946319949012114
-425.49999999998306,10.946345786145026
-425.39999999998304,10.946371623277939
-425.299999999983,10.94639746041085
-425.199999999983,10.946423297543761
-425.09999999998297,10.946449134676673
-424.99999999998295,10.946474971809584
-424.8999999999829,10.946500808942496
-424.7999999999829,10.946526646075409
-424.6999999999829,10.94655248320832
-424.59999999998286,10.946578320341231
-424.49999999998283,10.946604157474143
-424.3999999999828,10.946629994607054
-424.2999999999828,10.946655831739967
-424.19999999998277,10.946681668872879
-424.09999999998274,10.94670750600579
-423.9999999999827,10.946733343138701
-423.8999999999827,10.946759180271613
-423.7999999999827,10.946785017404526
-423.69999999998265,10.946810854537437
-423.59999999998263,10.946836691670349
-423.4999999999826,10.94686252880326
-423.3999999999826,10.946888365936172
-423.29999999998256,10.946914203069083
-423.19999999998254,10.946940040201996
-423.0999999999825,10.946965877334907
-422.9999999999825,10.946991714467819
-422.89999999998247,10.94701755160073
-422.79999999998245,10.947043388733642
-422.6999999999824,10.947069225866555
-422.5999999999824,10.947095062999466
-422.4999999999824,10.947120900132377
-422.39999999998236,10.947146737265289
-422.29999999998233,10.9471725743982
-422.1999999999823,10.947198411531113
-422.0999999999823,10.947224248664025
-421.99999999998226,10.947250085796936
-421.89999999998224,10.947275922929848
-421.7999999999822,10.947301760062759
-421.6999999999822,10.94732759719567
-421.5999999999822,10.947353434328583
-421.49999999998215,10.947379271461495
-421.39999999998213,10.947405108594406
-421.2999999999821,10.947430945727318
-421.1999999999821,10.947456782860229
-421.09999999998206,10.947482619993142
-420.99999999998204,10.947508457126053
-420.899999999982,10.947534294258965
-420.799999999982,10.947560131391876
-420.69999999998197,10.947585968524788
-420.59999999998195,10.9476118056577
-420.4999999999819,10.947637642790612
-420.3999999999819,10.947663479923524
-420.2999999999819,10.947689317056435
-420.19999999998186,10.947715154189346
-420.09999999998183,10.947740991322258
-419.9999999999818,10.94776682845517
-419.8999999999818,10.947792665588082
-419.79999999998176,10.947818502720994
-419.69999999998174,10.947844339853905
-419.5999999999817,10.947870176986816
-419.4999999999817,10.94789601411973
-419.3999999999817,10.94792185125264
-419.29999999998165,10.947947688385552
-419.1999999999816,10.947973525518464
-419.0999999999816,10.947999362651375
-418.9999999999816,10.948025199784286
-418.89999999998156,10.9480510369172
-418.79999999998154,10.94807687405011
-418.6999999999815,10.948102711183022
-418.5999999999815,10.948128548315934
-418.49999999998147,10.948154385448845
-418.39999999998145,10.948180222581758
-418.2999999999814,10.94820605971467
-418.1999999999814,10.948231896847581
-418.0999999999814,10.948257733980492
-417.99999999998136,10.948283571113404
-417.89999999998133,10.948309408246317
-417.7999999999813,10.948335245379228
-417.6999999999813,10.94836108251214
