Range Time (seconds),Mixture Ratio
560.0,4.857781649245062
560.1,4.862204413472705
560.2,4.866627177700349
560.3000000000001,4.871049941927992
560.4000000000001,4.8754727061556355
560.5000000000001,4.879895470383278
560.6000000000001,4.884318234610922
560.7000000000002,4.888740998838565
560.8000000000002,4.893163763066209
560.9000000000002,4.897586527293852
561.0000000000002,4.9020092915214954
561.1000000000003,4.906432055749138
561.2000000000003,4.910854819976782
561.3000000000003,4.915277584204425
561.4000000000003,4.919700348432069
561.5000000000003,4.924123112659712
561.6000000000004,4.928545876887355
561.7000000000004,4.932968641114998
561.8000000000004,4.937391405342642
561.9000000000004,4.941814169570285
562.0000000000005,4.946236933797929
562.1000000000005,4.9506596980255715
562.2000000000005,4.955082462253215
562.3000000000005,4.959505226480858
562.4000000000005,4.963626016260172
562.5000000000006,4.965447154471555
562.6000000000006,4.967268292682937
562.7000000000006,4.96908943089432
562.8000000000006,4.970910569105703
562.9000000000007,4.972731707317085
563.0000000000007,4.974552845528468
563.1000000000007,4.97637398373985
563.2000000000007,4.978195121951233
563.3000000000008,4.980016260162615
563.4000000000008,4.981837398373998
563.5000000000008,4.983658536585381
563.6000000000008,4.985479674796763
563.7000000000008,4.9873008130081455
563.8000000000009,4.989121951219528
563.9000000000009,4.99094308943091
564.0000000000009,4.992764227642293
564.1000000000009,4.994585365853676
564.200000000001,4.9964065040650585
564.300000000001,4.998227642276441
564.400000000001,5.000048780487823
564.500000000001,5.001869918699206
564.600000000001,5.003691056910588
564.7000000000011,5.005512195121971
564.8000000000011,5.007333333333354
564.9000000000011,5.009154471544736
565.0000000000011,5.010975609756119
565.1000000000012,5.012796747967501
565.2000000000012,5.0146178861788835
565.3000000000012,5.016439024390267
565.4000000000012,5.018260162601649
565.5000000000013,5.020081300813032
565.6000000000013,5.021902439024414
565.7000000000013,5.023723577235796
565.8000000000013,5.024967479674809
565.9000000000013,5.0258780487805
566.0000000000014,5.026788617886192
566.1000000000014,5.027699186991883
566.2000000000014,5.028609756097574
566.3000000000014,5.029520325203265
566.4000000000015,5.030430894308957
566.5000000000015,5.031341463414647
566.6000000000015,5.032252032520339
566.7000000000015,5.03316260162603
566.8000000000015,5.0340731707317214
566.9000000000016,5.034983739837412
567.0000000000016,5.035894308943104
567.1000000000016,5.0368048780487955
567.2000000000016,5.037715447154486
567.3000000000017,5.038626016260178
567.4000000000017,5.039536585365869
567.5000000000017,5.04044715447156
567.6000000000017,5.041357723577251
567.7000000000018,5.042268292682943
567.8000000000018,5.0431788617886335
567.9000000000018,5.044089430894325
568.0000000000018,5.045000000000016
568.1000000000018,5.045910569105708
568.2000000000019,5.046821138211398
568.3000000000019,5.04773170731709
568.4000000000019,5.048642276422781
568.5000000000019,5.049552845528472
568.600000000002,5.050463414634164
568.700000000002,5.051373983739855
568.800000000002,5.0522845528455465
568.900000000002,5.053195121951237
569.000000000002,5.054105691056929
569.1000000000021,5.05501626016262
569.2000000000021,5.055926829268311
569.3000000000021,5.056837398374002
569.4000000000021,5.057747967479694
569.5000000000022,5.0586585365853844
569.6000000000022,5.059569105691076
569.7000000000022,5.060479674796767
569.8000000000022,5.061021680216804
569.9000000000023,5.061122854561881
570.0000000000023,5.061224028906958
570.1000000000023,5.061325203252035
570.2000000000023,5.061426377597111
570.3000000000023,5.061527551942188
570.4000000000024,5.061628726287265
570.5000000000024,5.061729900632342
570.6000000000024,5.061831074977419
570.7000000000024,5.061932249322496
570.8000000000025,5.062033423667573
570.9000000000025,5.062134598012649
571.0000000000025,5.062235772357726
571.1000000000025,5.0623369467028025
571.2000000000025,5.0624381210478795
571.3000000000026,5.062539295392956
571.4000000000026,5.062640469738033
571.5000000000026,5.06274164408311
571.6000000000026,5.062842818428186
571.7000000000027,5.062943992773263
571.8000000000027,5.06304516711834
571.9000000000027,5.063146341463417
572.0000000000027,5.063247515808494
572.1000000000028,5.063348690153571
572.2000000000028,5.063449864498648
572.3000000000028,5.063551038843724
572.4000000000028,5.063652213188801
572.5000000000028,5.063753387533878
572.6000000000029,5.063854561878955
572.7000000000029,5.063955736224032
572.8000000000029,5.064056910569109
572.9000000000029,5.064158084914185
573.000000000003,5.064259259259262
573.100000000003,5.064360433604339
573.200000000003,5.064461607949416
573.300000000003,5.064562782294493
573.400000000003,5.06466395663957
573.5000000000031,5.064765130984647
573.6000000000031,5.064866305329723
573.7000000000031,5.0649674796748
573.8000000000031,5.065068654019877
573.9000000000032,5.0651698283649536
574.0000000000032,5.0652710027100305
574.1000000000032,5.0653721770551074
574.2000000000032,5.065473351400184
574.3000000000033,5.0655745257452605
574.4000000000033,5.065675700090337
574.5000000000033,5.065776874435414
574.6000000000033,5.065878048780491
574.7000000000033,5.065979223125568
574.8000000000034,5.066080397470645
574.9000000000034,5.066181571815722
575.0000000000034,5.066282746160798
575.1000000000034,5.066383920505875
575.2000000000035,5.066485094850952
575.3000000000035,5.066586269196029
575.4000000000035,5.066687443541106
575.5000000000035,5.066788617886183
575.6000000000035,5.06688979223126
575.7000000000036,5.066990966576336
575.8000000000036,5.067013785790021
575.9000000000036,5.066697066101085
576.0000000000036,5.066380346412148
576.1000000000037,5.066063626723213
576.2000000000037,5.065746907034276
576.3000000000037,5.06543018734534
576.4000000000037,5.0651134676564045
576.5000000000038,5.064796747967468
576.6000000000038,5.064480028278532
576.7000000000038,5.064163308589596
576.8000000000038,5.06384658890066
576.9000000000038,5.063529869211724
577.0000000000039,5.063213149522787
577.1000000000039,5.0628964298338515
577.2000000000039,5.062579710144916
577.3000000000039,5.062262990455979
