Range Time (seconds),Fuel Tank Pressure
-471.8999999999936,11.019922816635162
-471.7999999999936,11.019940907372401
-471.69999999999357,11.019958998109642
-471.59999999999354,11.01997708884688
-471.4999999999935,11.019995179584122
-471.3999999999935,11.020013270321362
-471.2999999999935,11.020031361058601
-471.19999999999345,11.020049451795842
-471.09999999999343,11.020067542533083
-470.9999999999934,11.020085633270321
-470.8999999999934,11.020103724007562
-470.79999999999336,11.020121814744803
-470.69999999999334,11.020139905482042
-470.5999999999933,11.020157996219282
-470.4999999999933,11.020176086956523
-470.39999999999327,11.020194177693762
-470.29999999999325,11.020212268431003
-470.1999999999932,11.020230359168243
-470.0999999999932,11.020248449905482
-469.9999999999932,11.020266540642723
-469.89999999999316,11.020284631379964
-469.79999999999313,11.020302722117203
-469.6999999999931,11.020320812854443
-469.5999999999931,11.020338903591684
-469.49999999999307,11.020356994328923
-469.39999999999304,11.020375085066163
-469.299999999993,11.020393175803404
-469.199999999993,11.020411266540643
-469.099999999993,11.020429357277884
-468.99999999999295,11.020447448015124
-468.89999999999293,11.020465538752363
-468.7999999999929,11.020483629489604
-468.6999999999929,11.020501720226845
-468.59999999999286,11.020519810964084
-468.49999999999284,11.020537901701324
-468.3999999999928,11.020555992438565
-468.2999999999928,11.020574083175804
-468.19999999999277,11.020592173913045
-468.09999999999275,11.020610264650285
-467.9999999999927,11.020628355387524
-467.8999999999927,11.020646446124765
-467.7999999999927,11.020664536862006
-467.69999999999266,11.020682627599244
-467.59999999999263,11.020700718336485
-467.4999999999926,11.020718809073726
-467.3999999999926,11.020736899810965
-467.29999999999256,11.020754990548205
-467.19999999999254,11.020773081285446
-467.0999999999925,11.020791172022685
-466.9999999999925,11.020809262759926
-466.8999999999925,11.020827353497166
-466.79999999999245,11.020845444234405
-466.69999999999243,11.020863534971646
-466.5999999999924,11.020881625708885
-466.4999999999924,11.020899716446126
-466.39999999999236,11.020917807183366
-466.29999999999234,11.020935897920605
-466.1999999999923,11.020953988657846
-466.0999999999923,11.020972079395086
-465.99999999999227,11.020990170132325
-465.89999999999225,11.021008260869566
-465.7999999999922,11.021026351606807
-465.6999999999922,11.021044442344046
-465.5999999999922,11.021062533081286
-465.49999999999216,11.021080623818527
-465.39999999999213,11.021098714555766
-465.2999999999921,11.021116805293007
-465.1999999999921,11.021134896030247
-465.09999999999206,11.021152986767486
-464.99999999999204,11.021171077504727
-464.899999999992,11.021189168241968
-464.799999999992,11.021207258979207
-464.699999999992,11.021225349716447
-464.59999999999195,11.021243440453688
-464.4999999999919,11.021261531190927
-464.3999999999919,11.021279621928167
-464.2999999999919,11.021297712665408
-464.19999999999186,11.021315803402647
-464.09999999999184,11.021333894139888
-463.9999999999918,11.021351984877128
-463.8999999999918,11.021370075614367
-463.79999999999177,11.021388166351608
-463.69999999999175,11.021406257088849
-463.5999999999917,11.021424347826088
-463.4999999999917,11.021442438563328
-463.3999999999917,11.021460529300569
-463.29999999999166,11.021478620037808
-463.19999999999163,11.021496710775049
-463.0999999999916,11.02151480151229
-462.9999999999916,11.021532892249528
-462.89999999999156,11.021550982986769
-462.79999999999154,11.02156907372401
-462.6999999999915,11.021587164461248
-462.5999999999915,11.021605255198489
-462.4999999999915,11.02162334593573
-462.39999999999145,11.021641436672969
-462.2999999999914,11.02165952741021
-462.1999999999914,11.02167761814745
-462.0999999999914,11.021695708884689
-461.99999999999136,11.02171379962193
-461.89999999999134,11.02173189035917
-461.7999999999913,11.02174998109641
-461.6999999999913,11.02176807183365
-461.59999999999127,11.021786162570889
-461.49999999999125,11.02180425330813
-461.3999999999912,11.02182234404537
-461.2999999999912,11.021840434782609
-461.1999999999912,11.02185852551985
-461.09999999999116,11.02187661625709
-460.99999999999113,11.02189470699433
-460.8999999999911,11.02191279773157
-460.7999999999911,11.02193088846881
-460.69999999999106,11.02194897920605
-460.59999999999104,11.02196706994329
-460.499999999991,11.021985160680531
-460.399999999991,11.02200325141777
-460.299999999991,11.02202134215501
-460.19999999999095,11.022039432892251
-460.0999999999909,11.02205752362949
-459.9999999999909,11.022075614366731
-459.8999999999909,11.022093705103972
-459.79999999999086,11.02211179584121
-459.69999999999084,11.022129886578451
-459.5999999999908,11.022147977315692
-459.4999999999908,11.02216606805293
-459.39999999999077,11.022184158790171
-459.29999999999075,11.022202249527412
-459.1999999999907,11.022220340264651
-459.0999999999907,11.022238431001892
-458.9999999999907,11.022256521739132
-458.89999999999065,11.022274612476371
-458.79999999999063,11.022292703213612
-458.6999999999906,11.022310793950853
-458.5999999999906,11.022328884688092
-458.49999999999056,11.022346975425332
-458.39999999999054,11.022365066162573
-458.2999999999905,11.022383156899812
-458.1999999999905,11.022401247637053
-458.0999999999905,11.022419338374293
-457.99999999999045,11.022437429111532
-457.8999999999904,11.022455519848773
-457.7999999999904,11.022473610586013
-457.6999999999904,11.022491701323252
-457.59999999999036,11.022509792060493
-457.49999999999034,11.022527882797734
-457.3999999999903,11.022545973534973
-457.2999999999903,11.022564064272213
-457.19999999999027,11.022582155009454
-457.09999999999025,11.022600245746693
-456.9999999999902,11.022618336483934
-456.8999999999902,11.022636427221174
-456.7999999999902,11.022654517958413
-456.69999999999015,11.022672608695654
-456.59999999999013,11.022690699432893
-456.4999999999901,11.022708790170133
-456.3999999999901,11.022726880907374
-456.29999999999006,11.022744971644613
-456.19999999999004,11.022763062381854
-456.09999999999,11.022781153119094
-455.99999999999,11.022799243856333
-455.89999999999,11.022817334593574
-455.79999999998995,11.022835425330815
-455.6999999999899,11.022853516068054
-455.5999999999899,11.022871606805294
-455.4999999999899,11.022889697542535
-455.39999999998986,11.022907788279774
-455.29999999998984,11.022925879017015
-455.1999999999898,11.022943969754255
-455.0999999999898,11.022962060491494
-454.99999999998977,11.022980151228735
-454.89999999998975,11.022998241965976
-454.7999999999897,11.023016332703214
-454.6999999999897,11.023034423440455
-454.5999999999897,11.023052514177696
-454.49999999998965,11.023070604914935
-454.39999999998963,11.023088695652175
-454.2999999999896,11.023106786389416
-454.1999999999896,11.023124877126655
-454.09999999998956,11.023142967863896
-453.99999999998954,11.023161058601136
-453.8999999999895,11.023179149338375
-453.7999999999895,11.023197240075616
-453.6999999999895,11.023215330812857
-453.59999999998945,11.023233421550096
-453.4999999999894,11.023251512287336
-453.3999999999894,11.023269603024577
-453.2999999999894,11.023287693761816
-453.19999999998936,11.023305784499057
-453.09999999998934,11.023323875236297
-452.9999999999893,11.023341965973536
-452.8999999999893,11.023360056710777
-452.79999999998927,11.023378147448017
-452.69999999998925,11.023396238185256
-452.5999999999892,11.023414328922497
-452.4999999999892,11.023432419659738
-452.3999999999892,11.023450510396977
-452.29999999998915,11.023468601134217
-452.19999999998913,11.023486691871458
-452.0999999999891,11.023504782608697
-451.9999999999891,11.023522873345938
-451.89999999998906,11.023540964083177
-451.79999999998904,11.023559054820417
-451.699999999989,11.023577145557658
-451.599999999989,11.023595236294897
-451.499999999989,11.023613327032137
-451.39999999998895,11.023631417769378
-451.2999999999889,11.023649508506617
-451.1999999999889,11.023667599243858
-451.0999999999889,11.023685689981098
-450.99999999998886,11.023703780718337
-450.89999999998884,11.023721871455578
-450.7999999999888,11.023739962192819
-450.6999999999888,11.023758052930058
-450.59999999998877,11.023776143667298
-450.49999999998875,11.023794234404539
-450.3999999999887,11.023812325141778
-450.2999999999887,11.023830415879019
-450.1999999999887,11.02384850661626
-450.09999999998865,11.023866597353498
-449.99999999998863,11.023884688090739
-449.8999999999886,11.02390277882798
-449.7999999999886,11.023920869565218
-449.69999999998856,11.02393896030246
-449.59999999998854,11.0239570510397
-449.4999999999885,11.023975141776939
-449.3999999999885,11.02399323251418
-449.2999999999885,11.02401132325142
-449.19999999998845,11.024029413988659
-449.0999999999884,11.0240475047259
-448.9999999999884,11.02406559546314
-448.8999999999884,11.02408368620038
-448.79999999998836,11.02410177693762
-448.69999999998834,11.02411986767486
-448.5999999999883,11.0241379584121
-448.4999999999883,11.02415604914934
-448.39999999998827,11.024174139886581
-448.29999999998824,11.02419223062382
-448.1999999999882,11.02421032136106
-448.0999999999882,11.024228412098301
-447.9999999999882,11.02424650283554
-447.89999999998815,11.02426459357278
-447.79999999998813,11.024282684310021
-447.6999999999881,11.02430077504726
-447.5999999999881,11.024318865784501
-447.49999999998806,11.024336956521742
-447.39999999998804,11.02435504725898
-447.299999999988,11.024373137996221
-447.199999999988,11.024391228733462
-447.099999999988,11.024409319470701
-446.99999999998795,11.024427410207942
-446.8999999999879,11.02444550094518
-446.7999999999879,11.024463591682421
-446.6999999999879,11.024481682419662
-446.59999999998786,11.0244997731569
-446.49999999998784,11.024517863894141
-446.3999999999878,11.024535954631382
-446.2999999999878,11.024554045368621
-446.19999999998777,11.024572136105862
-446.09999999998774,11.024590226843102
-445.9999999999877,11.024608317580341
-445.8999999999877,11.024626408317582
-445.7999999999877,11.024644499054823
-445.69999999998765,11.024662589792062
-445.59999999998763,11.024680680529302
-445.4999999999876,11.024698771266543
-445.3999999999876,11.024716862003782
-445.29999999998756,11.024734952741023
-445.19999999998754,11.024753043478263
-445.0999999999875,11.024771134215502
-444.9999999999875,11.024789224952743
-444.8999999999875,11.024807315689984
-444.79999999998745,11.024825406427222
-444.6999999999874,11.024843497164463
-444.5999999999874,11.024861587901704
-444.4999999999874,11.024879678638943
-444.39999999998736,11.024897769376183
-444.29999999998734,11.024915860113424
-444.1999999999873,11.024933950850663
-444.0999999999873,11.024952041587904
-443.99999999998727,11.024970132325144
-443.89999999998724,11.024988223062383
-443.7999999999872,11.025006313799624
-443.6999999999872,11.025024404536865
-443.5999999999872,11.025042495274104
-443.49999999998715,11.025060586011344
-443.39999999998713,11.025078676748585
-443.2999999999871,11.025096767485824
-443.1999999999871,11.025114858223064
-443.09999999998706,11.025132948960305
-442.99999999998704,11.025151039697544
-442.899999999987,11.025169130434785
-442.799999999987,11.025187221172025
-442.69999999998697,11.025205311909264
-442.59999999998695,11.025223402646505
-442.4999999999869,11.025241493383746
-442.3999999999869,11.025259584120985
-442.2999999999869,11.025277674858225
-442.19999999998686,11.025295765595466
-442.09999999998684,11.025313856332705
-441.9999999999868,11.025331947069946
-441.8999999999868,11.025350037807184
-441.79999999998677,11.025368128544425
-441.69999999998674,11.025386219281666
-441.5999999999867,11.025404310018905
-441.4999999999867,11.025422400756145
-441.3999999999867,11.025440491493386
-441.29999999998665,11.025458582230625
-441.19999999998663,11.025476672967866
-441.0999999999866,11.025494763705106
-440.9999999999866,11.025512854442345
-440.89999999998656,11.025530945179586
-440.79999999998654,11.025549035916827
-440.6999999999865,11.025567126654066
-440.5999999999865,11.025585217391306
-440.49999999998647,11.025603308128547
-440.39999999998645,11.025621398865786
-440.2999999999864,11.025639489603027
-440.1999999999864,11.025657580340267
-440.0999999999864,11.025675671077506
-439.99999999998636,11.025693761814747
-439.89999999998633,11.025711852551987
-439.7999999999863,11.025729943289226
-439.6999999999863,11.025748034026467
-439.59999999998627,11.025766124763708
-439.49999999998624,11.025784215500947
-439.3999999999862,11.025802306238187
-439.2999999999862,11.025820396975428
-439.1999999999862,11.025838487712667
-439.09999999998615,11.025856578449908
-438.99999999998613,11.025874669187148
-438.8999999999861,11.025892759924387
-438.7999999999861,11.025910850661628
-438.69999999998606,11.025928941398869
-438.59999999998604,11.025947032136107
-438.499999999986,11.025965122873348
-438.399999999986,11.025983213610589
-438.29999999998597,11.026001304347828
-438.19999999998595,11.026019395085068
-438.0999999999859,11.02603748582231
-437.9999999999859,11.026055576559548
-437.8999999999859,11.026073667296789
-437.79999999998586,11.02609175803403
-437.69999999998583,11.026109848771268
-437.5999999999858,11.026127939508509
-437.4999999999858,11.02614603024575
-437.39999999998577,11.026164120982989
-437.29999999998574,11.02618221172023
-437.1999999999857,11.02620030245747
-437.0999999999857,11.026218393194709
-436.9999999999857,11.02623648393195
-436.89999999998565,11.026254574669188
-436.79999999998563,11.02627266540643
-436.6999999999856,11.02629075614367
-436.5999999999856,11.026308846880909
-436.49999999998556,11.02632693761815
-436.39999999998554,11.02634502835539
-436.2999999999855,11.026363119092629
-436.1999999999855,11.02638120982987
-436.09999999998547,11.02639930056711
-435.99999999998545,11.02641739130435
-435.8999999999854,11.02643548204159
-435.7999999999854,11.02645357277883
-435.6999999999854,11.02647166351607
-435.59999999998536,11.02648975425331
-435.49999999998533,11.026507844990551
-435.3999999999853,11.02652593572779
-435.2999999999853,11.02654402646503
-435.19999999998527,11.026562117202271
-435.09999999998524,11.02658020793951
-434.9999999999852,11.02659829867675
-434.8999999999852,11.026616389413991
-434.7999999999852,11.02663448015123
-434.69999999998515,11.026652570888471
-434.59999999998513,11.026670661625712
-434.4999999999851,11.02668875236295
-434.3999999999851,11.026706843100191
-434.29999999998506,11.026724933837432
-434.19999999998504,11.026743024574671
-434.099999999985,11.026761115311912
-433.999999999985,11.026779206049152
-433.89999999998497,11.026797296786391
-433.79999999998495,11.026815387523632
-433.6999999999849,11.026833478260873
-433.5999999999849,11.026851568998111
-433.4999999999849,11.026869659735352
-433.39999999998486,11.026887750472593
-433.29999999998483,11.026905841209832
-433.1999999999848,11.026923931947072
-433.0999999999848,11.026942022684313
-432.99999999998477,11.026960113421552
-432.89999999998474,11.026978204158793
-432.7999999999847,11.026996294896033
-432.6999999999847,11.027014385633272
-432.5999999999847,11.027032476370513
-432.49999999998465,11.027050567107754
-432.39999999998463,11.027068657844993
-432.2999999999846,11.027086748582233
-432.1999999999846,11.027104839319474
-432.09999999998456,11.027122930056713
-431.99999999998454,11.027141020793954
-431.8999999999845,11.027159111531192
-431.7999999999845,11.027177202268433
-431.69999999998447,11.027195293005674
-431.59999999998445,11.027213383742913
-431.4999999999844,11.027231474480153
-431.3999999999844,11.027249565217394
-431.2999999999844,11.027267655954633
-431.19999999998436,11.027285746691874
-431.09999999998433,11.027303837429114
-430.9999999999843,11.027321928166353
-430.8999999999843,11.027340018903594
-430.79999999998427,11.027358109640835
-430.69999999998424,11.027376200378074
-430.5999999999842,11.027394291115314
-430.4999999999842,11.027412381852555
-430.3999999999842,11.027430472589794
-430.29999999998415,11.027448563327034
-430.19999999998413,11.027466654064275
-430.0999999999841,11.027484744801514
-429.9999999999841,11.027502835538755
-429.89999999998406,11.027520926275995
-429.79999999998404,11.027539017013234
-429.699999999984,11.027557107750475
-429.599999999984,11.027575198487716
-429.49999999998397,11.027593289224955
-429.39999999998395,11.027611379962195
-429.2999999999839,11.027629470699436
-429.1999999999839,11.027647561436675
-429.0999999999839,11.027665652173916
-428.99999999998386,11.027683742911156
-428.89999999998383,11.027701833648395
-428.7999999999838,11.027719924385636
-428.6999999999838,11.027738015122877
-428.59999999998377,11.027756105860115
-428.49999999998374,11.027774196597356
-428.3999999999837,11.027792287334597
-428.2999999999837,11.027810378071836
-428.1999999999837,11.027828468809076
-428.09999999998365,11.027846559546317
-427.99999999998363,11.027864650283556
-427.8999999999836,11.027882741020797
-427.7999999999836,11.027900831758037
-427.69999999998356,11.027918922495276
-427.59999999998354,11.027937013232517
-427.4999999999835,11.027955103969758
-427.3999999999835,11.027973194706997
-427.29999999998347,11.027991285444237
-427.19999999998345,11.028009376181476
-427.0999999999834,11.028027466918717
-426.9999999999834,11.028045557655958
-426.8999999999834,11.028063648393196
-426.79999999998336,11.028081739130437
-426.69999999998333,11.028099829867678
-426.5999999999833,11.028117920604917
-426.4999999999833,11.028136011342157
-426.39999999998327,11.028154102079398
-426.29999999998324,11.028172192816637
-426.1999999999832,11.028190283553878
-426.0999999999832,11.028208374291118
-425.9999999999832,11.028226465028357
-425.89999999998315,11.028244555765598
-425.79999999998313,11.028262646502839
-425.6999999999831,11.028280737240078
-425.5999999999831,11.028298827977318
-425.49999999998306,11.028316918714559
-425.39999999998304,11.028335009451798
-425.299999999983,11.028353100189038
-425.199999999983,11.02837119092628
-425.09999999998297,11.028389281663518
-424.99999999998295,11.028407372400759
-424.8999999999829,11.028425463138
-424.7999999999829,11.028443553875238
-424.6999999999829,11.028461644612479
-424.59999999998286,11.02847973534972
-424.49999999998283,11.028497826086959
-424.3999999999828,11.0285159168242
-424.2999999999828,11.02853400756144
-424.19999999998277,11.028552098298679
-424.09999999998274,11.02857018903592
-423.9999999999827,11.02858827977316
-423.8999999999827,11.0286063705104
-423.7999999999827,11.02862446124764
-423.69999999998265,11.02864255198488
-423.59999999998263,11.02866064272212
-423.4999999999826,11.02867873345936
-423.3999999999826,11.0286968241966
-423.29999999998256,11.02871491493384
-423.19999999998254,11.02873300567108
-423.0999999999825,11.028751096408321
-422.9999999999825,11.02876918714556
-422.89999999998247,11.0287872778828
-422.79999999998245,11.028805368620041
-422.6999999999824,11.02882345935728
-422.5999999999824,11.028841550094521
-422.4999999999824,11.028859640831762
-422.39999999998236,11.028877731569
-422.29999999998233,11.028895822306241
-422.1999999999823,11.02891391304348
-422.0999999999823,11.02893200378072
-421.99999999998226,11.028950094517961
-421.89999999998224,11.0289681852552
-421.7999999999822,11.028986275992441
-421.6999999999822,11.029004366729682
-421.5999999999822,11.02902245746692
-421.49999999998215,11.029040548204161
-421.39999999998213,11.029058638941402
-421.2999999999821,11.029076729678641
-421.1999999999821,11.029094820415882
-421.09999999998206,11.029112911153122
-420.99999999998204,11.029131001890361
-420.899999999982,11.029149092627602
-420.799999999982,11.029167183364843
-420.69999999998197,11.029185274102081
-420.59999999998195,11.029203364839322
-420.4999999999819,11.029221455576563
-420.3999999999819,11.029239546313802
-420.2999999999819,11.029257637051042
-420.19999999998186,11.029275727788283
-420.09999999998183,11.029293818525522
-419.9999999999818,11.029311909262763
-419.8999999999818,11.029330000000003
-419.79999999998176,11.029348090737242
-419.69999999998174,11.029366181474483
-419.5999999999817,11.029384272211724
-419.4999999999817,11.029402362948963
-419.3999999999817,11.029420453686203
-419.29999999998165,11.029438544423444
-419.1999999999816,11.029456635160683
-419.0999999999816,11.029474725897924
-418.9999999999816,11.029492816635164
-418.89999999998156,11.029510907372403
-418.79999999998154,11.029528998109644
-418.6999999999815,11.029547088846885
-418.5999999999815,11.029565179584123
-418.49999999998147,11.029583270321364
-418.39999999998145,11.029601361058605
-418.2999999999814,11.029619451795844
-418.1999999999814,11.029637542533084
-418.0999999999814,11.029655633270325
-417.99999999998136,11.029673724007564
-417.89999999998133,11.029691814744805
-417.7999999999813,11.029709905482045
-417.6999999999813,11.029727996219284
